ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
600262.SH,20251018,20250930,预增,56.9,70.74,17000.0,18500.0,10835.25,20251018,预计:净利润17000-18500,2025年1-9月，在激烈的市场竞争与复杂的国际形势下，公司坚持以经营战略为引领，围绕“高端化、智能化、绿色化、国际化”发展方向，积极应对市场挑战，聚焦客户需求，强化市场研判，加大自主创新投入，持续提升产品品质，重点产品精准匹配市场需求。同时，通过深化全面预算管理和成本管控，优化生产排程，有力保障了订单获取、合同履约与产品交付，推动前三季度利润实现稳步增长。利润提升主要源于以下三方面关键举措：一是市场拓展成效显著，营业收入持续增长，为利润提升筑牢基础；二是重点产品研发有序推进，核心技术自主可控能力不断增强，更好契合市场需求；三是内部运营优化升级，依托数字化与智能化手段，实现生产计划科学调度与精细管控，稳步推进均衡化、柔性化和连续化生产，在提升运营效率的同时，有效保障了生产与销售订单的协同一致。,0
600262.SH,20251018,20250930,预增,56.9,70.74,17000.0,18500.0,10835.25,20251018,预计:净利润17000-18500,2025年1-9月，在激烈的市场竞争与复杂的国际形势下，公司坚持以经营战略为引领，围绕“高端化、智能化、绿色化、国际化”发展方向，积极应对市场挑战，聚焦客户需求，强化市场研判，加大自主创新投入，持续提升产品品质，重点产品精准匹配市场需求。同时，通过深化全面预算管理和成本管控，优化生产排程，有力保障了订单获取、合同履约与产品交付，推动前三季度利润实现稳步增长。利润提升主要源于以下三方面关键举措：一是市场拓展成效显著，营业收入持续增长，为利润提升筑牢基础；二是重点产品研发有序推进，核心技术自主可控能力不断增强，更好契合市场需求；三是内部运营优化升级，依托数字化与智能化手段，实现生产计划科学调度与精细管控，稳步推进均衡化、柔性化和连续化生产，在提升运营效率的同时，有效保障了生产与销售订单的协同一致。,1
600323.SH,20251018,20250930,略增,15.85,15.85,160500.0,160500.0,138500.0,20251018,预计:净利润160500,在去年同期含一次性往期收益约1.3亿元的情况下，本期公司归属于母公司所有者的净利润仍实现同比增加2.2亿元左右，增幅为15.85%左右，主要是：（一）本期6月份起新增并表粤丰环保电力有限公司（公司穿透持股52.44%），增加6-9月归母净利润约2.4亿元；（二）持续落实降本增效举措取得良好成效，保持较高运营效率，及本期新增确认子公司江西瀚蓝能源有限公司原股东业绩赔偿收入。,1
688213.SH,20251018,20250930,预增,140.0,169.0,65603.0,73603.0,27324.0,20251018,预计:净利润65603-73603,报告期内，在智能手机领域，公司与多家客户的合作持续全面加深、产品满足更多的应用需求，公司创新研发推出的基于LoficHDR？2.0技术的多款高阶5000万像素产品出货量大幅上升，以及基于国产StackedBSI平台的多款产品量产出货，带动公司智能手机领域营业收入显著增长；在汽车电子领域，公司应用于智能驾驶（包括环视、周视和前视）和舱内等新一代产品出货量同比大幅上升；在智慧安防领域，公司的高端安防产品系列在专业安防领域的份额持续提升，同时，作为机器视觉领域的先行者与引领者，公司紧抓市场发展机遇，新兴机器视觉领域收入实现大幅增长。故公司随着收入规模增长，提高了盈利能力，净利润率显著提升。,1
300434.SZ,20251017,20250930,预增,48.99,83.95,8661.0,10693.0,5812.91,20251017,预计:净利润8661-10693,"1、公司通过有效落实预算优化与费用管控等一系列措施，期间费用实现同比下降，保障了公司整体业务的稳健发展；新材料与机械业务板块得益于前期部分研发项目的成功商业化，其收入与毛利额均实现同比改善。2、报告期内，预计非经常性损益对净利润的影响金额约为1,747.76万元。",0
300005.SZ,20251017,20250930,预减,-70.51,-64.62,3000.0,3600.0,10174.62,20251017,预计:净利润3000-3600,公司本报告期业绩下降的主要原因：一是户外业务受市场环境和新品迭代节奏等因素影响，产品销售不及预期；二是芯片业务发展整体向好，但受汇率波动影响，汇兑损益对业绩形成反向拖累；综合导致本期业绩下降。,0
003035.SZ,20251017,20250930,预增,125.08,125.08,34236.0,34236.0,15210.32,20251017,预计:净利润34236,"2025年前三季度，公司预计归属于上市公司股东的净利润同比增长125.08%，主要原因为：一是公司主营业务持续发力,基本盘稳中有进，营业收入同比增加15.37%；二是信用减值损失同比大幅减少，主要是上年同期确认了大额应收生物质项目补贴款减值损失；三是生物质低效资产综合治理成果明显，其中阳山南电公司已被法院指定破产管理人，不再纳入公司合并报表范围，所得税费用同比大幅减少。",0
600259.SH,20251017,20250930,扭亏,136.2946,147.183,10000.0,13000.0,-27552.32,20251017,预计:净利润10000-13000,（一）2025年前三季度稀土市场行情整体上涨，公司抓住市场机会，加大分离企业生产规模；同时强化市场研判，统筹企业管理，加强上下游营销业务协同，并创新市场营销模式，调整贸易结构，稀土冶炼分离及稀土永磁材料产销量均实现不同程度增长，实现预期利润。（二）前三季度公司加大力度开展亏损企业治理及压减出清工作，产生一定支出影响当期损益。（三）公司参股企业大宝山公司保持稳产高产，因铜硫钨价格上涨，企业盈利增加，公司按权益法核算的投资收益金额增加,1
688768.SH,20251017,20250930,预增,871.3,908.09,2640.0,2740.0,271.8,20251017,预计:净利润2640-2740,报告期内，公司积极推进伙伴战略，加强销售管理，做好产品和服务的价值呈现，助力客户实现工业数智化转型和升级，在电力、石化和有色等行业业务增速较好，驱动报告期内营业收入持续增长。报告期内，公司保持较高水平研发投入，丰富产品线与服务方案，增强核心竞争力，以更好满足市场需求，同时推进精益化管理，加强应收账款管控，运营效率不断提升，带动公司净利润增长。,1
688802.SH,20251017,20250930,续亏,51.38,61.62,-38000.0,-30000.0,-78157.91,20251017,预计:净利润-38000--30000,,0
688322.SH,20251017,20250930,扭亏,278.2561,278.2561,10750.0,10750.0,-6030.65,20251017,预计:净利润10750,报告期内，受益于上游3D视觉感知产业链的持续完善与下游应用场景的加速拓展，公司在三维扫描、支付核验、各类型机器人等业务领域均实现较快增长。叠加全价值链成本管控推动技术研发及运营效率提升，公司成功实现经营利润大幅转正。2025年第三季度，公司预计营业收入、归母净利润及归母扣非净利润均实现同比显著增长和环比持续增长，整体经营延续向好态势。随着智能终端市场需求的不断扩大与公司3D视觉感知产业智能制造基地产能的稳步提升，公司凭借技术壁垒与规模效应构筑的战略卡位优势，有望进一步推动盈利增长与业务结构升级，释放长期价值潜力。作为真实空间物理世界的数字化重现及各类型机器人“感知-决策-执行”链路中的首要环节，公司的3D视觉感知技术能够助力AI端侧硬件、具身智能等新兴行业加速大规模商业化应用进程。未来，公司将持续推进技术迭代与市场需求深度融合，以模块化前沿技术输出方式，加速渗透至各类型机器人、AI端侧硬件、AR/VR等高成长性场景，构建开放共享的AI智能终端生态，积极协同产业链上下游合作伙伴，迅速响应增量市场需求，将技术优势转化为市场优势，为公司高质量发展持续注入新动能。,0
600259.SH,20251017,20250930,扭亏,136.2946,147.183,10000.0,13000.0,-27552.32,20251017,预计:净利润10000-13000,（一）2025年前三季度稀土市场行情整体上涨，公司抓住市场机会，加大分离企业生产规模；同时强化市场研判，统筹企业管理，加强上下游营销业务协同，并创新市场营销模式，调整贸易结构，稀土冶炼分离及稀土永磁材料产销量均实现不同程度增长，实现预期利润。（二）前三季度公司加大力度开展亏损企业治理及压减出清工作，产生一定支出影响当期损益。（三）公司参股企业大宝山公司保持稳产高产，因铜硫钨价格上涨，企业盈利增加，公司按权益法核算的投资收益金额增加,0
688768.SH,20251017,20250930,预增,871.3,908.09,2640.0,2740.0,271.8,20251017,预计:净利润2640-2740,报告期内，公司积极推进伙伴战略，加强销售管理，做好产品和服务的价值呈现，助力客户实现工业数智化转型和升级，在电力、石化和有色等行业业务增速较好，驱动报告期内营业收入持续增长。报告期内，公司保持较高水平研发投入，丰富产品线与服务方案，增强核心竞争力，以更好满足市场需求，同时推进精益化管理，加强应收账款管控，运营效率不断提升，带动公司净利润增长。,0
300005.SZ,20251017,20250930,预减,-70.51,-64.62,3000.0,3600.0,10174.62,20251017,预计:净利润3000-3600,公司本报告期业绩下降的主要原因：一是户外业务受市场环境和新品迭代节奏等因素影响，产品销售不及预期；二是芯片业务发展整体向好，但受汇率波动影响，汇兑损益对业绩形成反向拖累；综合导致本期业绩下降。,1
300434.SZ,20251017,20250930,预增,48.99,83.95,8661.0,10693.0,5812.91,20251017,预计:净利润8661-10693,"1、公司通过有效落实预算优化与费用管控等一系列措施，期间费用实现同比下降，保障了公司整体业务的稳健发展；新材料与机械业务板块得益于前期部分研发项目的成功商业化，其收入与毛利额均实现同比改善。2、报告期内，预计非经常性损益对净利润的影响金额约为1,747.76万元。",1
002044.SZ,20251016,20250930,预增,70.51,151.7,4200.0,6200.0,2463.25,20251016,预计:净利润4200-6200,1、进入第三季度体检旺季，公司积极推动增收促检工作，整体订单签定与客单价保持稳定，重点客户签单占比与到检份额有所提升，继续以客户全旅程管理推动团个检的转化、复购与裂变；2、公司坚持AI与数字化赋能，在上半年提效降本取得一定进展的基础上，持续秉持“多元增收、科学降本”，坚定实施科学精准的降本增效措施，继续以“差异化产品力与极致服务体验”发力专项体检与检后健康管理，打造医疗、营销、管理一体化的精益运营体系，巩固“专业检查-深度服务-科学定制-持续复购”正向循环，迎接第四季度体检旺季，持续推动公司经营高质量发展。,1
002284.SZ,20251016,20250930,预增,97.38,113.3,31000.0,33500.0,15705.75,20251016,预计:净利润31000-33500,"报告期内，公司紧抓市场机遇，积极开拓新市场，优化产品结构，实现销售收入较大幅度的增长，营业收入同比增长约32%，另一方面公司通过持续推动精细化管理，实现降本增效,进一步提升了运营效率和盈利能力。报告期内，公司非经常性损益金额3,850万元左右，主要为公司收到的政府补助及理财收益。",1
002290.SZ,20251016,20250930,预增,60.0,80.0,13731.0,15447.0,8581.68,20251016,预计:净利润13731-15447,公司加强供应链管理，带动公司本期产品毛利率较上年同期增长。,1
688089.SH,20251016,20250930,预增,53.77,53.77,12900.0,12900.0,8389.02,20251016,预计:净利润12900,报告期内公司营业收入增加主要系国内客户ARA和藻油DHA产品销量增加所致；利润增加主要系营业收入增加，同时公司生产效率提升，叠加产品结构和客户结构优化，提升了公司的盈利能力。,1
688591.SH,20251016,20250930,预增,118.0,118.0,14000.0,14000.0,6427.13,20251016,预计:净利润14000,本报告期内，受公司前期在端侧AI产品和海外客户布局的持续投入，以及新产品超预期出货的综合影响，各产品线收入均有显著增加，其中多模和音频产品线增幅明显。公司海外业务继续快速扩张，境外收入持续增长。前三季度，营业收入约为7.66亿元，收入同比增幅约30%；实现归属于母公司所有者的净利润约为1.4亿元，净利润的增速为118%；净利率预计为18.3%，较2024年同期10.94%和2024年全年11.54%，均有显著提高。以上业绩变化主要受以下三方面原因影响：1、新品增速明显，端侧AI产品在客户侧实现爆发增长；2、研发投入继续加大，在客户侧不断完成产品导入，积累业绩增长势能；3、销售规模效应已经形成，成本持续优化提升了产品竞争力。,1
688758.SH,20251016,20250930,预增,65.0,80.0,9000.0,9800.0,5448.79,20251016,预计:净利润9000-9800,本报告期内，公司深耕分析色谱与工业纯化两大核心领域，以技术创新为驱动，持续深化产品性能优化与核心技术自主研发。在此基础上，公司把握国产替代战略窗口期，一方面积极开拓增量客户项目，扩大市场覆盖边界；另一方面稳步推进存量客户已导入项目的复购转化，深化客户合作粘性。双轮驱动下，公司经营规模实现进一步扩张，盈利能力保持稳定向上态势。,1
300620.SZ,20251016,20250930,预增,97.0,117.0,10972.0,12089.0,5581.0,20251016,预计:净利润10972-12089,"1、报告期内公司通过技术创新、推出新产品、积极开发国内外新客户，营业收入实现稳步增长。报告期内归属于上市公司股东的净利润较上年同期大幅增长，主要是报告期内公司营业收入增长带动了净利润的增长，同时加强费用管控、降本增效所致。2、报告期内，预计非经常性损益对净利润的影响金额约为3,057万元。",0
688089.SH,20251016,20250930,预增,53.77,53.77,12900.0,12900.0,8389.02,20251016,预计:净利润12900,报告期内公司营业收入增加主要系国内客户ARA和藻油DHA产品销量增加所致；利润增加主要系营业收入增加，同时公司生产效率提升，叠加产品结构和客户结构优化，提升了公司的盈利能力。,0
688591.SH,20251016,20250930,预增,118.0,118.0,14000.0,14000.0,6427.13,20251016,预计:净利润14000,本报告期内，受公司前期在端侧AI产品和海外客户布局的持续投入，以及新产品超预期出货的综合影响，各产品线收入均有显著增加，其中多模和音频产品线增幅明显。公司海外业务继续快速扩张，境外收入持续增长。前三季度，营业收入约为7.66亿元，收入同比增幅约30%；实现归属于母公司所有者的净利润约为1.4亿元，净利润的增速为118%；净利率预计为18.3%，较2024年同期10.94%和2024年全年11.54%，均有显著提高。以上业绩变化主要受以下三方面原因影响：1、新品增速明显，端侧AI产品在客户侧实现爆发增长；2、研发投入继续加大，在客户侧不断完成产品导入，积累业绩增长势能；3、销售规模效应已经形成，成本持续优化提升了产品竞争力。,0
002284.SZ,20251016,20250930,预增,97.38,113.3,31000.0,33500.0,15705.75,20251016,预计:净利润31000-33500,"报告期内，公司紧抓市场机遇，积极开拓新市场，优化产品结构，实现销售收入较大幅度的增长，营业收入同比增长约32%，另一方面公司通过持续推动精细化管理，实现降本增效,进一步提升了运营效率和盈利能力。报告期内，公司非经常性损益金额3,850万元左右，主要为公司收到的政府补助及理财收益。",0
688758.SH,20251016,20250930,预增,65.0,80.0,9000.0,9800.0,5448.79,20251016,预计:净利润9000-9800,本报告期内，公司深耕分析色谱与工业纯化两大核心领域，以技术创新为驱动，持续深化产品性能优化与核心技术自主研发。在此基础上，公司把握国产替代战略窗口期，一方面积极开拓增量客户项目，扩大市场覆盖边界；另一方面稳步推进存量客户已导入项目的复购转化，深化客户合作粘性。双轮驱动下，公司经营规模实现进一步扩张，盈利能力保持稳定向上态势。,0
002044.SZ,20251016,20250930,预增,70.51,151.7,4200.0,6200.0,2463.25,20251016,预计:净利润4200-6200,1、进入第三季度体检旺季，公司积极推动增收促检工作，整体订单签定与客单价保持稳定，重点客户签单占比与到检份额有所提升，继续以客户全旅程管理推动团个检的转化、复购与裂变；2、公司坚持AI与数字化赋能，在上半年提效降本取得一定进展的基础上，持续秉持“多元增收、科学降本”，坚定实施科学精准的降本增效措施，继续以“差异化产品力与极致服务体验”发力专项体检与检后健康管理，打造医疗、营销、管理一体化的精益运营体系，巩固“专业检查-深度服务-科学定制-持续复购”正向循环，迎接第四季度体检旺季，持续推动公司经营高质量发展。,0
002290.SZ,20251016,20250930,预增,60.0,80.0,13731.0,15447.0,8581.68,20251016,预计:净利润13731-15447,公司加强供应链管理，带动公司本期产品毛利率较上年同期增长。,0
603376.SH,20251016,20250930,略增,5.68,5.68,20315.0,20315.0,19222.67,20251016,预计:净利润20315,,0
002069.SZ,20251016,20250930,续亏,-41.4,-17.16,-3500.0,-2900.0,-2475.21,20251016,预计:净利润-3500--2900,公司前三季度业绩出现亏损，主要受以下因素综合影响：1、上半年，公司把握水产品鲜活市场扇贝供应偏紧、价格上行的有利时机，积极采捕并销售底播虾夷扇贝及浮筏一龄虾夷扇贝，为公司上半年盈利提供了重要支撑。进入三季度，鲜活水产品市场价量趋淡，虾夷扇贝业务毛利下降。同时，受消费市场结构性变化影响，海参加工品销售不及预期，整体盈利水平较同期有所下滑。报告期内，公司对部分资产计提了资产减值准备及核销处理，影响当期利润。2、报告期内，控股子公司青岛前沿海洋种业有限公司补缴以前年度企业所得税及滞纳金计入当期损益，减少当期利润。,0
002488.SZ,20251016,20250930,预增,23.57,85.35,4000.0,6000.0,3237.05,20251016,预计:净利润4000-6000,报告期内公司业绩增长主要是因为：公司阿凡达低碳车轮业务实现持续增长，随着公司新建阿凡达低碳车轮生产基地的投产，产能逐步释放，汽车零部件业务保持稳定增长。公司也在持续加大研发和创新力度，在阿凡达铌微合金等新材料横向应用方面，重点开拓具身智能、电动交通等领域，未来将推动公司形成新材料产品矩阵，提升公司在高端制造领域的综合竞争力。,0
603026.SH,20251016,20250930,首亏,-765.77,-534.97,-7500.0,-4900.0,1126.51,20251016,预计:净利润-7500--4900,本报告期归属于上市公司股东的净利润较上年同期减少，主要是市场竞争激烈，公司部分产品价格同比下降，为应对行业竞争，公司加大了市场投入及研发力度，期间费用同比增加，营业利润减少。,0
002592.SZ,20251016,20250930,预增,66.23,148.37,8500.0,12700.0,5113.37,20251016,预计:净利润8500-12700,本报告期，公司业绩增长的主要原因系公司投资收益增加而股份支付费用减少所致，其次系由于2025年1至9月汽车市场整体延续良好态势，汽车产销量增加，公司营业收入有所增长。,0
600210.SH,20251015,20250930,预增,70.0,90.0,89686.0,100237.0,52756.36,20251015,预计:净利润89686-100237,"（一）主营业务影响：报告期内，公司管理层带领全体员工，围绕年度战略目标，积极推进创新与绿色转型，深化客户合作，公司前期投资包装主业项目陆续投产，并通过提升生产效率、优化成本管控、推进智能化升级等一系列举措，实现了销售收入和经营业绩的稳步增长。其中，位于上海佘山的房地产项目“上海晶园”三期北区最后14套别墅已于2025年上半年完成交付并确认相应收入。因此，公司2025年前三季度收入、利润同比实现较大增幅。（二）非经营性损益的影响：报告期内，公司以人民币29,851.59万元的价格向上海威尔泰工业自动化股份有限公司转让所持有的上海紫江新材料科技股份有限公司16,562,301股份，占紫江新材股份总数的27.89%，股份过户登记手续已办理完毕，公司已收到全部转让款，经初步测算，此次交易预计影响合并报表净利润2.4亿元左右。",1
600558.SH,20251015,20250930,预增,57.0,73.0,13500.0,14900.0,8619.0,20251015,预计:净利润13500-14900,本期业绩预增主要是产品销量增加和销售品种结构优化导致毛利增加。今年以来，面对复杂外部环境和行业竞争态势，公司重点加大对石化、煤化工、石油储罐、抽水蓄能、火电、磷酸铁锂、核电、风电、基础设施建设等在建、拟建项目的市场推广工作，充分发挥产品组合销售优势，公司自动化及高附加值产品占比稳步提升，效果显著。,1
