ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
002466.SZ,20240424,20240331,首亏,-188.201,-173.8427,-430000.0,-360000.0,487522.65,20240424,预计:净利润-430000--360000,天齐锂业股份有限公司（以下简称“公司”）报告期业绩变动的主要原因：1、受锂产品市场波动的影响，公司锂产品销售价格较上年同期大幅下降，锂产品毛利大幅下降；2、截至本业绩预告公告日，公司重要的联营公司SociedadQuímicayMineradeChileS.A.（以下简称“SQM”）尚未公告其2024年第一季度业绩报告。公司全面考虑所能获取的可靠信息，沿用一贯方式，采用彭博社预测的SQM2024年第一季度每股收益等信息为基础来计算同期公司对SQM的投资收益。此外，SQM发布公告称，智利圣地亚哥法院于2024年4月对其2017年和2018年税务年度的税务诉讼进行了裁决，撤销了税务和海关法庭在2022年11月7日对于该案件的裁决结论。SQM基于最新裁决情况重新审视所有税务争议金额的会计处理，并预计可能将减少其2024年第一季度的净利润约11亿美元。基于谨慎性原则并经反复论证，公司认为将上述SQM税务争议裁决影响确认在本报告期对该联营公司的投资收益中更符合会计准则规定，该事项预计将使公司归母净利润减少。根据前述彭博社预测数据，结合SQM税务争议裁决的影响，SQM2024年第一季度业绩预计将同比大幅下降，因此公司在本报告期确认的对该联营公司的投资收益较上年同期大幅下降。,0
002466.SZ,20240131,20231231,预减,-72.56,-62.9,662000.0,895000.0,2412458.87,20240131,预计:净利润662000-895000,2023年度公司业绩变动的主要原因是：1、受锂化工产品市场波动的影响，公司锂化工产品销售价格较上年下降，锂化工产品毛利下降；2、锂精矿售价较上年上涨导致公司控股子公司WindfieldHoldingsPtyLtd净利润增加，所得税费用增加，少数股东损益增加；3、截至本业绩预告公告日，公司重要的联营公司SociedadQuímicayMineradeChileS.A.（以下简称“SQM”）尚未公告其2023年第四季度业绩报告。公司全面考虑所能获取的可靠信息，沿用一贯方式，采用彭博社预测的SQM2023年第四季度每股收益等信息来计算同期公司对SQM的投资收益。根据前述预测，SQM2023年度业绩预计将同比下降，因此公司在2023年度确认的对该联营公司的投资收益较2022年度下降。4、2022年度内，公司参股公司SESHoldingsPte.Ltd（以下简称“SES”）在纽约证券交易所上市，公司因被动稀释所持SES股权导致失去对SES的重大影响，产生由长期股权投资变为其他权益工具投资的投资收益，2023年度内无此事项，导致投资收益同比减少约12亿元。上述因被动稀释导致长期股权投资被动处置产生的投资收益为非经常性损益。5、结合市场状况、公司经营预测等情况，根据《企业会计准则第8号——资产减值》及相关会计政策规定，公司将针对在2023年资产负债表日存在减值迹象的资产进行减值测试。经财务部门基于当前情况的初步测算，预计本期计提的资产减值损失较上年增加。,1
002466.SZ,20240131,20231231,预减,-72.56,-62.9,662000.0,895000.0,2412458.87,20240131,预计:净利润662000-895000,2023年度公司业绩变动的主要原因是：1、受锂化工产品市场波动的影响，公司锂化工产品销售价格较上年下降，锂化工产品毛利下降；2、锂精矿售价较上年上涨导致公司控股子公司WindfieldHoldingsPtyLtd净利润增加，所得税费用增加，少数股东损益增加；3、截至本业绩预告公告日，公司重要的联营公司SociedadQuímicayMineradeChileS.A.（以下简称“SQM”）尚未公告其2023年第四季度业绩报告。公司全面考虑所能获取的可靠信息，沿用一贯方式，采用彭博社预测的SQM2023年第四季度每股收益等信息来计算同期公司对SQM的投资收益。根据前述预测，SQM2023年度业绩预计将同比下降，因此公司在2023年度确认的对该联营公司的投资收益较2022年度下降。4、2022年度内，公司参股公司SESHoldingsPte.Ltd（以下简称“SES”）在纽约证券交易所上市，公司因被动稀释所持SES股权导致失去对SES的重大影响，产生由长期股权投资变为其他权益工具投资的投资收益，2023年度内无此事项，导致投资收益同比减少约12亿元。上述因被动稀释导致长期股权投资被动处置产生的投资收益为非经常性损益。5、结合市场状况、公司经营预测等情况，根据《企业会计准则第8号——资产减值》及相关会计政策规定，公司将针对在2023年资产负债表日存在减值迹象的资产进行减值测试。经财务部门基于当前情况的初步测算，预计本期计提的资产减值损失较上年增加。,0
002466.SZ,20230119,20221231,预增,1011.19,1131.45,2310000.0,2560000.0,207885.73,20230119,预计:净利润2310000-2560000,2022年度公司业绩变动的主要原因是：1、公司预计本报告期营业收入较上年大幅上升，主要原因系受益于全球新能源汽车景气度提升，锂离子电池厂商加速产能扩张，下游正极材料订单增加等多个积极因素的影响，2022年度公司主要锂产品的销量和销售均价较2021年度均明显增长。2、截至本业绩预告报出日，公司重要的联营公司SociedadQuímicayMineradeChileS.A.（以下简称“SQM”）尚未公告其第四季度业绩报告。公司全面考虑所能获取的可靠信息，沿用一贯方式，采用彭博社预测的SQM第四季度每股收益等信息来计算同期公司对SQM的投资收益。根据前述预测，SQM2022年度业绩预计将同比大幅上升，因此公司在2022年度确认的对该联营公司的投资收益较2021年度有较大幅度增长。3、2022年度内，公司参股公司SESHoldingsPte.Ltd（以下简称“SES”）在纽约证券交易所上市，公司所持SES的股份被动稀释引起公司对其不再具有重大影响，因此终止确认长期股权投资，并确认为以公允价值计量且其变动计入其他综合收益的金融资产，并确认投资收益。上述因被动稀释导致长期股权投资被动处置产生的投资收益为非经常性损益。,1
002466.SZ,20230119,20221231,预增,1011.19,1131.45,2310000.0,2560000.0,207885.73,20230119,预计净利润2310000-2560000万,2022年度公司业绩变动的主要原因是：1、公司预计本报告期营业收入较上年大幅上升，主要原因系受益于全球新能源汽车景气度提升，锂离子电池厂商加速产能扩张，下游正极材料订单增加等多个积极因素的影响，2022年度公司主要锂产品的销量和销售均价较2021年度均明显增长。2、截至本业绩预告报出日，公司重要的联营公司SociedadQuímicayMineradeChileS.A.（以下简称“SQM”）尚未公告其第四季度业绩报告。公司全面考虑所能获取的可靠信息，沿用一贯方式，采用彭博社预测的SQM第四季度每股收益等信息来计算同期公司对SQM的投资收益。根据前述预测，SQM2022年度业绩预计将同比大幅上升，因此公司在2022年度确认的对该联营公司的投资收益较2021年度有较大幅度增长。3、2022年度内，公司参股公司SESHoldingsPte.Ltd（以下简称“SES”）在纽约证券交易所上市，公司所持SES的股份被动稀释引起公司对其不再具有重大影响，因此终止确认长期股权投资，并确认为以公允价值计量且其变动计入其他综合收益的金融资产，并确认投资收益。上述因被动稀释导致长期股权投资被动处置产生的投资收益为非经常性损益。,0
002466.SZ,20221015,20220930,预增,2768.96,3089.83,1520000.0,1690000.0,52980.95,20221015,预计:净利润1520000-1690000,2022年前三季度公司业绩变动的主要原因是：1、公司预计本报告期营业收入较上年同期大幅上升，主要原因系受益于全球新能源汽车景气度提升，锂离子电池厂商加速产能扩张，下游正极材料订单回暖等多个积极因素的影响，本报告期公司主要锂产品的销量和销售均价较上年同期均明显增长。2、本报告期内，公司参股公司SESHoldingsPte.Ltd（以下简称“SES”）在纽约证券交易所上市，公司所持SES的股份被动稀释引起公司对其不再具有重大影响，因此终止确认长期股权投资，并确认为以公允价值计量且其变动计入其他综合收益的金融资产，并确认投资收益。上述因被动稀释导致长期股权投资被动处置产生的投资收益为非经常性损益。3、截至本业绩预告报出日，公司重要的联营公司SociedadQuímicayMineradeChileS.A.（以下简称“SQM”）尚未公告其第三季度业绩报告。公司全面考虑所能获取的可靠信息，沿用一贯方式，采用彭博社预测的SQM第三季度EPS等信息来计算同期公司对SQM的投资收益。根据前述预测，SQM2022年第三季度业绩预计将同比大幅上升，同时结合SQM2022年上半年已披露的业绩，公司在本报告期确认的对该联营公司的投资收益较上年同期有较大幅度增长。,1
002466.SZ,20221015,20220930,预增,2768.96,3089.83,1520000.0,1690000.0,52980.95,20221015,预计净利润1520000-1690000万,2022年前三季度公司业绩变动的主要原因是：1、公司预计本报告期营业收入较上年同期大幅上升，主要原因系受益于全球新能源汽车景气度提升，锂离子电池厂商加速产能扩张，下游正极材料订单回暖等多个积极因素的影响，本报告期公司主要锂产品的销量和销售均价较上年同期均明显增长。2、本报告期内，公司参股公司SESHoldingsPte.Ltd（以下简称“SES”）在纽约证券交易所上市，公司所持SES的股份被动稀释引起公司对其不再具有重大影响，因此终止确认长期股权投资，并确认为以公允价值计量且其变动计入其他综合收益的金融资产，并确认投资收益。上述因被动稀释导致长期股权投资被动处置产生的投资收益为非经常性损益。3、截至本业绩预告报出日，公司重要的联营公司SociedadQuímicayMineradeChileS.A.（以下简称“SQM”）尚未公告其第三季度业绩报告。公司全面考虑所能获取的可靠信息，沿用一贯方式，采用彭博社预测的SQM第三季度EPS等信息来计算同期公司对SQM的投资收益。根据前述预测，SQM2022年第三季度业绩预计将同比大幅上升，同时结合SQM2022年上半年已披露的业绩，公司在本报告期确认的对该联营公司的投资收益较上年同期有较大幅度增长。,0
002466.SZ,20220714,20220630,预增,11089.14,13420.21,960000.0,1160000.0,8579.75,20220714,预计:净利润960000-1160000,2022年半年度公司业绩变动的主要原因是：1、公司预计本报告期营业收入较上年同期大幅上升，主要原因系受益于全球新能源汽车景气度提升，锂离子电池厂商加速产能扩张，下游正极材料订单回暖等多个积极因素的影响，本报告期公司主要锂产品的销量和销售均价较上年同期均明显增长。2、本报告期内，公司参股公司SESHoldingsPte.Ltd（以下简称“SES”）在纽约证券交易所上市，公司所持SES的股份被动稀释引起公司对其不再具有重大影响，因此终止确认长期股权投资，并确认为以公允价值计量且其变动计入其他综合收益的金融资产，并确认投资收益。上述因被动稀释导致长期股权投资被动处置产生的投资收益为非经常性损益。3、截至本业绩预告报出日，公司重要的联营公司SociedadQuímicayMineradeChileS.A.（以下简称“SQM”）尚未公告其半年度业绩报告。公司全面考虑所能获取的可靠信息，沿用一贯方式，采用彭博社预测的SQM第二季度EPS等信息来计算同期公司对SQM的投资收益。根据前述预测，SQM2022年半年度业绩同比大幅增长，因此公司在本报告期确认的对该联营公司的投资收益较上年同期有较大幅度增长。,1
002466.SZ,20220714,20220630,预增,11089.14,13420.21,960000.0,1160000.0,8579.75,20220714,预计净利润960000-1160000万,2022年半年度公司业绩变动的主要原因是：1、公司预计本报告期营业收入较上年同期大幅上升，主要原因系受益于全球新能源汽车景气度提升，锂离子电池厂商加速产能扩张，下游正极材料订单回暖等多个积极因素的影响，本报告期公司主要锂产品的销量和销售均价较上年同期均明显增长。2、本报告期内，公司参股公司SESHoldingsPte.Ltd（以下简称“SES”）在纽约证券交易所上市，公司所持SES的股份被动稀释引起公司对其不再具有重大影响，因此终止确认长期股权投资，并确认为以公允价值计量且其变动计入其他综合收益的金融资产，并确认投资收益。上述因被动稀释导致长期股权投资被动处置产生的投资收益为非经常性损益。3、截至本业绩预告报出日，公司重要的联营公司SociedadQuímicayMineradeChileS.A.（以下简称“SQM”）尚未公告其半年度业绩报告。公司全面考虑所能获取的可靠信息，沿用一贯方式，采用彭博社预测的SQM第二季度EPS等信息来计算同期公司对SQM的投资收益。根据前述预测，SQM2022年半年度业绩同比大幅增长，因此公司在本报告期确认的对该联营公司的投资收益较上年同期有较大幅度增长。,0
002466.SZ,20220127,20211231,扭亏,198.1587,230.8782,180000.0,240000.0,-183376.57,20220127,预计:净利润180000-240000,"2021年度公司业绩变动的主要原因是：1、公司预计2021年度营业收入较2020年度大幅上升，主要原因系受益于全球新能源汽车景气度提升，锂离子电池厂商加速产能扩张，下游正极材料订单回暖等多个积极因素的影响，2021年度公司主要锂产品的销量和销售均价较2020年度均明显增长。2、2021年度公司子公司增资扩股引入战略投资者IGOLimited的交易完成，公司根据《企业会计准则第8号—债务重组》《企业会计准则第22号—金融工具确认和计量》和《企业会计准则第23号—金融资产转移》相关准则要求，确认了与银团并购贷款展期相关的债务重组收益6.73亿元以及相应期间内的未确认融资费用摊销6.09亿元。其中，债务重组收益属于非经常性损益；未确认融资费用摊销计入财务费用，不属于非经常性损益。3、公司预计联营公司SociedadQuímicayMineradeChileS.A.（以下简称“SQM”）2021年度业绩同比将大幅增长，因此公司在本报告期确认的对该联营公司的投资收益较2020年度有较大幅度增长。4、受SQM股票价格、Libor利率波动等因素影响，2021年度SQM的B类股领式期权融资业务产生的公允价值变动收益与套期保值业务产生的投资收益约4,500万元（税后净额），较2020年度同比上升。上述领式期权融资业务与套期保值业务导致的公允价值变动收益和投资收益均为非经常性损益。",1
002466.SZ,20220127,20211231,扭亏,198.1587,230.8782,180000.0,240000.0,-183376.57,20220127,预计净利润180000-240000万,"2021年度公司业绩变动的主要原因是：1、公司预计2021年度营业收入较2020年度大幅上升，主要原因系受益于全球新能源汽车景气度提升，锂离子电池厂商加速产能扩张，下游正极材料订单回暖等多个积极因素的影响，2021年度公司主要锂产品的销量和销售均价较2020年度均明显增长。2、2021年度公司子公司增资扩股引入战略投资者IGOLimited的交易完成，公司根据《企业会计准则第8号—债务重组》《企业会计准则第22号—金融工具确认和计量》和《企业会计准则第23号—金融资产转移》相关准则要求，确认了与银团并购贷款展期相关的债务重组收益6.73亿元以及相应期间内的未确认融资费用摊销6.09亿元。其中，债务重组收益属于非经常性损益；未确认融资费用摊销计入财务费用，不属于非经常性损益。3、公司预计联营公司SociedadQuímicayMineradeChileS.A.（以下简称“SQM”）2021年度业绩同比将大幅增长，因此公司在本报告期确认的对该联营公司的投资收益较2020年度有较大幅度增长。4、受SQM股票价格、Libor利率波动等因素影响，2021年度SQM的B类股领式期权融资业务产生的公允价值变动收益与套期保值业务产生的投资收益约4,500万元（税后净额），较2020年度同比上升。上述领式期权融资业务与套期保值业务导致的公允价值变动收益和投资收益均为非经常性损益。",0
