ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
600596.SH,20221019,20220930,预增,78.01,81.13,285000.0,290000.0,160105.54,20221019,预计:净利润285000-290000,2022年前三季度业绩增加的主要原因是：1.报告期内，公司主营的草甘膦、有机硅、工业硅等主营产品价格虽较去年最高点有所回调，但是产品在报告期内的均价与盈利水平仍总体好于去年同期。2.报告期内，公司充分发挥全产业链一体化经营和全球化市场销售的优势，持续优化产品结构，根据市场变化情况及时调整国内外市场营销策略，保证产业链各个业务模块价值贡献最大化；同时，面对疫情封控、物流不畅等不利因素，充分利用智慧供应链平台，协调内外部资源积极应对，保证主要产品装置的稳定生产与销售，为经营目标达成提供了有力的保障。,1
600596.SH,20221019,20220930,预增,78.01,81.13,285000.0,290000.0,160105.54,20221019,预计净利润285000-290000万,2022年前三季度业绩增加的主要原因是：1.报告期内，公司主营的草甘膦、有机硅、工业硅等主营产品价格虽较去年最高点有所回调，但是产品在报告期内的均价与盈利水平仍总体好于去年同期。2.报告期内，公司充分发挥全产业链一体化经营和全球化市场销售的优势，持续优化产品结构，根据市场变化情况及时调整国内外市场营销策略，保证产业链各个业务模块价值贡献最大化；同时，面对疫情封控、物流不畅等不利因素，充分利用智慧供应链平台，协调内外部资源积极应对，保证主要产品装置的稳定生产与销售，为经营目标达成提供了有力的保障。,0
600596.SH,20220701,20220630,预增,173.0,185.0,230000.0,240000.0,84233.81,20220701,预计:净利润230000-240000,2022年半年度业绩增加的主要原因是：1.报告期内，虽然公司主营的草甘膦、有机硅、工业硅等产品受疫情等多重因素影响，产品价格较去年最高点有所回调，但总体仍保持了较好的盈利水平。2.报告期内，公司科学研判，精准施策，坚持终端化、高端化、全球化的战略发展方向，充分发挥全产业链一体化经营优势，持续优化产品结构，大力拓展新能源材料应用场景，保证产业链各个业务模块价值贡献最大化；同时，面对疫情封控、物流不畅等不利因素，充分利用智慧供应链平台，协调内外部资源积极应对，保证各类产品满产满销，为经营目标达成提供了有力的保障。,1
600596.SH,20220701,20220630,预增,173.0,185.0,230000.0,240000.0,84233.81,20220701,预计净利润230000-240000万,2022年半年度业绩增加的主要原因是：1.报告期内，虽然公司主营的草甘膦、有机硅、工业硅等产品受疫情等多重因素影响，产品价格较去年最高点有所回调，但总体仍保持了较好的盈利水平。2.报告期内，公司科学研判，精准施策，坚持终端化、高端化、全球化的战略发展方向，充分发挥全产业链一体化经营优势，持续优化产品结构，大力拓展新能源材料应用场景，保证产业链各个业务模块价值贡献最大化；同时，面对疫情封控、物流不畅等不利因素，充分利用智慧供应链平台，协调内外部资源积极应对，保证各类产品满产满销，为经营目标达成提供了有力的保障。,0
600596.SH,20220322,20220331,预增,313.0,349.0,115000.0,125000.0,27825.56,20220322,预计:净利润115000-125000,1.报告期内，公司包括草甘膦、有机硅、工业硅等主要产品受供需关系影响，延续了2021年以来持续景气的状态，产品价格继续高位运行。2.报告期内，公司科学研判，精准施策，充分利用全产业链一体化经营优势，积极把握市场机遇，灵活调整经营策略，持续优化产品结构，深入推进降本增效，保证了公司经营效益的最大化，促进经营业绩有效提升。,1
600596.SH,20220322,20220331,预增,313.0,349.0,115000.0,125000.0,27825.56,20220322,预计净利润115000-125000万,1.报告期内，公司包括草甘膦、有机硅、工业硅等主要产品受供需关系影响，延续了2021年以来持续景气的状态，产品价格继续高位运行。2.报告期内，公司科学研判，精准施策，充分利用全产业链一体化经营优势，积极把握市场机遇，灵活调整经营策略，持续优化产品结构，深入推进降本增效，保证了公司经营效益的最大化，促进经营业绩有效提升。,0
600596.SH,20220111,20211231,预增,344.0,362.0,260000.0,270000.0,58478.48,20220111,预计:净利润260000-270000,公司2021年度归属于上市公司股东的净利润较上年同期大幅增长的主要原因是：1.报告期内，公司包括草甘膦、有机硅、工业硅等在内的主要产品价格同比大幅上涨，盈利水平同比显著提高。2.报告期内，公司精准研判、系统谋划，准确把握市场机遇，充分发挥全产业链一体化经营优势，灵活调整经营策略，聚焦价值赛道，积极拓展上下游市场份额，中高端产品领域布局取得积极进展，产品销量同比大幅增长，有效提升公司经营业绩。3.公司利用长期积累的产业链资源，面对国家“双控”政策及原材料价格持续上涨带来的经营压力，精准施策，确保供应链稳定，严控安全环保风险，保证各主要生产装置稳定、高效运行，为经营业绩大幅增长提供了有力保障。,1
600596.SH,20220111,20211231,预增,344.0,362.0,260000.0,270000.0,58478.48,20220111,预计净利润260000-270000万,公司2021年度归属于上市公司股东的净利润较上年同期大幅增长的主要原因是：1.报告期内，公司包括草甘膦、有机硅、工业硅等在内的主要产品价格同比大幅上涨，盈利水平同比显著提高。2.报告期内，公司精准研判、系统谋划，准确把握市场机遇，充分发挥全产业链一体化经营优势，灵活调整经营策略，聚焦价值赛道，积极拓展上下游市场份额，中高端产品领域布局取得积极进展，产品销量同比大幅增长，有效提升公司经营业绩。3.公司利用长期积累的产业链资源，面对国家“双控”政策及原材料价格持续上涨带来的经营压力，精准施策，确保供应链稳定，严控安全环保风险，保证各主要生产装置稳定、高效运行，为经营业绩大幅增长提供了有力保障。,0
600596.SH,20211009,20210930,预增,719.0,740.0,158000.0,162000.0,19297.17,20211009,预计:净利润158000-162000,公司2021年前三季度业绩环比持续增长，主要原因是：1.报告期内，公司包括草甘膦、有机硅、工业硅等在内的主要产品价格均持续走高，与去年同期相比，产品价格及销量上涨明显；2.报告期内，公司准确把握市场机遇，灵活调整经营策略，充分发挥全产业链一体化经营优势，主动优化产品结构，积极拓展上下游市场份额，稳步推进“成为硅基新材料和作物保护领域解决方案的全球领先者”的战略目标，有效提升公司经营质量；3.公司利用长期积累的产业链资源，积极应对国家“双控”政策及原材料价格持续上涨带来的经营压力，精准施策，确保供应链稳定，严控安全环保风险，保证各主要生产装置稳定、高效运行，为经营业绩大幅增长提供了有力保障。,1
600596.SH,20211009,20210930,预增,719.0,740.0,158000.0,162000.0,19297.17,20211009,预计净利润158000-162000万,公司2021年前三季度业绩环比持续增长，主要原因是：1.报告期内，公司包括草甘膦、有机硅、工业硅等在内的主要产品价格均持续走高，与去年同期相比，产品价格及销量上涨明显；2.报告期内，公司准确把握市场机遇，灵活调整经营策略，充分发挥全产业链一体化经营优势，主动优化产品结构，积极拓展上下游市场份额，稳步推进“成为硅基新材料和作物保护领域解决方案的全球领先者”的战略目标，有效提升公司经营质量；3.公司利用长期积累的产业链资源，积极应对国家“双控”政策及原材料价格持续上涨带来的经营压力，精准施策，确保供应链稳定，严控安全环保风险，保证各主要生产装置稳定、高效运行，为经营业绩大幅增长提供了有力保障。,0
600596.SH,20210710,20210630,预增,907.0,932.0,83000.0,85000.0,8240.04,20210424,预计:净利润83000-85000,1.报告期内，公司主营产品草甘膦、有机硅受行业供需关系影响，产品价格持续走高，与去年同期相比，公司产品价格及销量上涨明显；2.报告期内，公司准确把握市场机遇，灵活调整经营策略，持续优化产品结构，不断丰富产品品类，充分发挥全球化网络布局优势，积极拓展市场份额，稳步推进“成为硅基新材料和作物保护领域解决方案的全球领先者”的战略目标，有效提升公司经营质量；3.公司严控安全环保风险，保证各主要生产装置在安全、稳定、高效的状态下满负荷运转，为经营目标达成提供了有力的保障。,1
600596.SH,20210710,20210630,预增,907.0,932.0,83000.0,85000.0,8240.04,20210424,预计净利润83000-85000万,1.报告期内，公司主营产品草甘膦、有机硅受行业供需关系影响，产品价格持续走高，与去年同期相比，公司产品价格及销量上涨明显；2.报告期内，公司准确把握市场机遇，灵活调整经营策略，持续优化产品结构，不断丰富产品品类，充分发挥全球化网络布局优势，积极拓展市场份额，稳步推进“成为硅基新材料和作物保护领域解决方案的全球领先者”的战略目标，有效提升公司经营质量；3.公司严控安全环保风险，保证各主要生产装置在安全、稳定、高效的状态下满负荷运转，为经营目标达成提供了有力的保障。,0
600596.SH,20210424,20210630,预增,,,,,5095.8526,20210424,预增,公司主导产品销售价格和销量较去年同期大幅上升.,1
600596.SH,20210407,20210331,预增,1281.0,1434.0,27000.0,30000.0,1955.0,20210407,预计:净利润27000-30000,2021年一季度业绩增加的主要原因是：2020年四季度至今，有机硅行业持续回暖，市场需求进一步提升。公司在提升单体产能的同时（公司新增15万吨有机硅单体产能于2020年11月全面达产，整体产能利用率保持在较高水平），稳步推进终端化战略，持续优化产品结构，不断提升终端高附加值产品的转化率及销量，其中混炼胶、密封胶、硅油等主要终端产品整体销量及收入的增幅均在50%以上，订单增速显著，产销量及产品价格较去年同期上涨明显。公司另一主营产品草甘膦自2020年下半年以来，行业供需情况良好，产品价格持续走高，一季度价格及销量较去年同期也有一定程度上涨，公司充分保障产能，有效提升制剂化率，丰富农化产品群，积极抢占国内外市场份额，促进经营业绩有效提升。,1
600596.SH,20210407,20210331,预增,1281.0,1434.0,27000.0,30000.0,1955.0,20210407,预计净利润27000-30000万,2021年一季度业绩增加的主要原因是：2020年四季度至今，有机硅行业持续回暖，市场需求进一步提升。公司在提升单体产能的同时（公司新增15万吨有机硅单体产能于2020年11月全面达产，整体产能利用率保持在较高水平），稳步推进终端化战略，持续优化产品结构，不断提升终端高附加值产品的转化率及销量，其中混炼胶、密封胶、硅油等主要终端产品整体销量及收入的增幅均在50%以上，订单增速显著，产销量及产品价格较去年同期上涨明显。公司另一主营产品草甘膦自2020年下半年以来，行业供需情况良好，产品价格持续走高，一季度价格及销量较去年同期也有一定程度上涨，公司充分保障产能，有效提升制剂化率，丰富农化产品群，积极抢占国内外市场份额，促进经营业绩有效提升。,0
600596.SH,20210111,20201231,预增,45.0,55.0,54800.0,58600.0,37821.3523,20201029,预计净利润54800-58600万,"2020年前三季度公司实现归属于上市公司股东的净利润15,295.60万元，同比下降62.48%。三季度末随着全球化工行业需求恢复，公司主营产品草甘膦、有机硅系列产品价格均呈现上涨趋势。有机硅系列产品受下游需求旺盛、海外订单向国内转移、公司新增产能释放等因素影响，四季度销量提升、价格上涨，促进公司盈利水平显著提升。除此之外，公司收购华洋化工资产与股权投资产生的收益也对2020年度归属于上市公司股东净利润的同比增长有贡献。",1
600596.SH,20201029,20201231,预增,,,,,37821.3523,20201029,预增,虽然公司主导产品销售价格较去年同期有所下降，但自三季度以来，公司有机硅产品市场需求逐渐回暖，产品价格有所回升，公司预测年初至下一报告期期末累计归属于上市公司股东的净利润与上年同期相比仍可能有一定幅度的下降，但下降幅度将进一步收窄。,1
600596.SH,20200825,20200930,略减,,,,,40762.1346,20200825,略减,由于公司主导产品销售价格较去年同期有所下降，公司预计年初至下一报告期末累计归属上市公司股东的净利润与上年同期仍有较大幅度下滑。,1
600596.SH,20200429,20200630,略减,,,,,25770.3802,20200429,略减,由于全球新冠肺炎疫情及市场影响，对公司生产和经营造成一定影响。,0
600596.SH,20200123,20191231,预减,-67.57,-63.52,40000.0,45000.0,123338.9995,20191029,预计净利润40000-45000万,主营业务影响:2019年度公司受市场影响，主导产品有机硅销售价格与上年同期相比有较大幅度下滑；另公司全资子公司镇江江南化工有限公司现有10万吨/年有机硅单体生产装置为配合30万吨/年有机硅氯资源综合利用项目建设的衔接，影响了一定的产能发挥。综上，导致本期业绩较上年同期较大幅度下降。,1
